"bigram","rep_n","dem_n","rep_not","dem_not","ps_pvalue","compare","which","sig","app_ratio","R_ratio","D_ratio"
"act recreational",0,30,478118,834935,7.6521874948383e-05,-3.59296497457977e-05,"D",1,-3.59296497457977e-05,0,0.00359296497457977
"act reduce",13,52,478105,834913,0.008767106128862,-3.50881190007759e-05,"D",1,-3.50881190007759e-05,0.00271899405586069,0.00622780595593827
"act regard",14,29,478104,834936,0.713827700954117,-5.45052030654066e-06,"D",0,-5.45052030654066e-06,0.00292814744477305,0.00347319947542711
"act regulation",13,30,478105,834935,0.49419603314229,-8.73970918719086e-06,"D",0,-8.73970918719086e-06,0.00271899405586069,0.00359296497457977
"act relate",9,50,478109,834915,0.001186107434768,-4.10589445742171e-05,"D",1,-4.10589445742171e-05,0.00188238050021125,0.00598827495763295
"act remain",43,68,478075,834897,0.681170019796082,8.49541780850685e-06,"R",0,8.49541780850685e-06,0.0089935957232315,0.00814405394238082
"act repeal",35,67,478083,834898,0.735737523952314,-7.03919831295541e-06,"D",0,-7.03919831295541e-06,0.00732036861193262,0.00802428844322816
"act report",16,29,478102,834936,0.999999999997471,-1.26745252829345e-06,"D",0,-1.26745252829345e-06,0.00334645422259777,0.00347319947542711
"act request",39,62,478079,834903,0.721448610763276,7.31521220117197e-06,"R",0,7.31521220117197e-06,0.00815698216758206,0.00742546094746486
"act require",111,142,478007,834823,0.0163311331980103,6.20932528959443e-05,"R",1,6.20932528959443e-05,0.023216026169272,0.0170067008796776
"act respect",21,65,478097,834900,0.0278472181989322,-3.39253627776327e-05,"D",1,-3.39253627776327e-05,0.00439222116715957,0.00778475744492284
"act sa",29,54,478089,834911,0.869204905675942,-4.01888675785135e-06,"D",0,-4.01888675785135e-06,0.00606544827845846,0.00646733695424359
"act sec",106,580,478012,834385,5.75308125078392e-30,-0.00047293730283832,"D",1,-0.00047293730283832,0.0221702592247102,0.0694639895085423
"act secretary",118,365,478000,834600,5.76446047888726e-08,-0.00019034307299062,"D",1,-0.00019034307299062,0.0246800998916585,0.0437144071907206
"act section",79,220,478039,834745,0.000414852983909005,-9.82529208950852e-05,"D",1,-9.82529208950852e-05,0.0165231177240765,0.026348409813585
"act senate",23,39,478095,834926,0.999999999998066,1.39673478030588e-06,"R",0,1.39673478030588e-06,0.00481052794498429,0.0046708544669537
"act senator",48,45,478070,834920,0.00329398332602133,4.64991520592365e-05,"R",1,4.64991520592365e-05,0.0100393626677933,0.00538944746186966
"act september",3,26,478115,834939,0.00644236819388866,-2.48644281123205e-05,"D",1,-2.48644281123205e-05,0.000627460166737082,0.00311390297796914
"act seq",158,558,477960,834407,2.015610970623e-15,-0.000337829130790308,"D",1,-0.000337829130790308,0.033046235448153,0.0668291485271838
"act standard",3,29,478115,834936,0.00274585688379751,-2.84573930869003e-05,"D",1,-2.84573930869003e-05,0.000627460166737082,0.00347319947542711
"act step",9,22,478109,834943,0.504597276728854,-7.52460481147255e-06,"D",0,-7.52460481147255e-06,0.00188238050021125,0.0026348409813585
"act subject",12,31,478106,834934,0.3170297625864,-1.20288980678411e-05,"D",0,-1.20288980678411e-05,0.00250984066694833,0.00371273047373243
"act submit",11,41,478107,834924,0.0321496807575365,-2.60969818722306e-05,"D",1,-2.60969818722306e-05,0.00230068727803597,0.00491038546525902
"act subsection",9,47,478109,834918,0.00249011695808996,-3.74659795996373e-05,"D",1,-3.74659795996373e-05,0.00188238050021125,0.00562897846017498
"act subtitle",1,26,478117,834939,0.00086186653550632,-2.90474958905678e-05,"D",1,-2.90474958905678e-05,0.000209153388912361,0.00311390297796914
"act support",19,37,478099,834928,0.804638257805153,-4.57409079313536e-06,"D",0,-4.57409079313536e-06,0.00397391438933485,0.00443132346864839
"act tableofcontents",7,35,478111,834930,0.0124523544760788,-2.72771874795654e-05,"D",1,-2.72771874795654e-05,0.00146407372238652,0.00419179247034307
"act term",28,79,478090,834886,0.03557697206126,-3.60517954351397e-05,"D",1,-3.60517954351397e-05,0.0058562948895461,0.00946147443306007
"act terrorism",20,27,478098,834938,0.469415342914997,9.49399301125416e-06,"R",0,9.49399301125416e-06,0.00418306777824721,0.0032336684771218
"act time",25,52,478093,834913,0.547907214033018,-9.98971233129259e-06,"D",0,-9.98971233129259e-06,0.00522883472280901,0.00622780595593827
"act title",20,43,478098,834922,0.522989397880324,-9.6684868531713e-06,"D",0,-9.6684868531713e-06,0.00418306777824721,0.00514991646356434
"act transfer",17,42,478101,834923,0.281182432242429,-1.47454335290155e-05,"D",0,-1.47454335290155e-05,0.00355560761151013,0.00503015096441168
"act unanimous",11,37,478107,834928,0.0729522843050768,-2.13063619061242e-05,"D",0,-2.13063619061242e-05,0.00230068727803597,0.00443132346864839
"act united",25,21,478093,834944,0.0175521558343645,2.71375924060317e-05,"R",1,2.71375924060317e-05,0.00522883472280901,0.00251507548220584
"act verdate",25,54,478093,834911,0.445150858446939,-1.23850223143458e-05,"D",0,-1.23850223143458e-05,0.00522883472280901,0.00646733695424359
"act violence",4,28,478114,834937,0.00860252020072498,-2.51682042062501e-05,"D",1,-2.51682042062501e-05,0.000836613555649442,0.00335343397627445
"act vote",46,45,478072,834920,0.00706152423767351,4.23160842809893e-05,"R",1,4.23160842809893e-05,0.00962105588996858,0.00538944746186966
"act war",35,8,478083,834957,2.34534776812207e-09,6.36224461871135e-05,"R",1,6.36224461871135e-05,0.00732036861193262,0.000958123993221273
"acting assistant",56,54,478062,834911,0.00220642011455404,5.2452528248486e-05,"R",1,5.2452528248486e-05,0.0117125897790922,0.00646733695424359
"acting chair",28,34,478090,834931,0.193666216221812,1.78426791835569e-05,"R",0,1.78426791835569e-05,0.0058562948895461,0.00407202697119041
"acting director",41,84,478077,834881,0.45547591552818,-1.48501298341658e-05,"D",0,-1.48501298341658e-05,0.00857528894540678,0.0100603019288234
"acting president",12,31,478106,834934,0.3170297625864,-1.20288980678411e-05,"D",0,-1.20288980678411e-05,0.00250984066694833,0.00371273047373243
"action address",11,24,478107,834941,0.662071617205122,-5.73684701627852e-06,"D",0,-5.73684701627852e-06,0.00230068727803597,0.00287437197966382
"action agency",11,66,478107,834899,8.97765809615936e-05,-5.60383566603953e-05,"D",1,-5.60383566603953e-05,0.00230068727803597,0.0079045229440755
"action bill",5,24,478113,834941,0.050874735367595,-1.82860503510202e-05,"D",0,-1.82860503510202e-05,0.0010457669445618,0.00287437197966382
"action bring",10,88,478108,834877,1.24316860192163e-07,-8.44783003631039e-05,"D",1,-8.44783003631039e-05,0.00209153388912361,0.010539363925434
"action correct",11,66,478107,834899,8.97765809615936e-05,-5.60383566603953e-05,"D",1,-5.60383566603953e-05,0.00230068727803597,0.0079045229440755
"action debate",9,366,478109,834599,2.440119072135e-42,-0.00041951792189662,"D",1,-0.00041951792189662,0.00188238050021125,0.0438341726898732
"action ensure",10,41,478108,834924,0.0188493235689518,-2.81885157613542e-05,"D",1,-2.81885157613542e-05,0.00209153388912361,0.00491038546525902
"action federal",7,21,478111,834944,0.289787675641653,-1.05100175981932e-05,"D",0,-1.05100175981932e-05,0.00146407372238652,0.00251507548220584
"action include",6,39,478112,834926,0.00219459511558318,-3.41593413347954e-05,"D",1,-3.41593413347954e-05,0.00125492033347416,0.0046708544669537
"action paragraph",3,26,478115,834939,0.00644236819388866,-2.48644281123205e-05,"D",1,-2.48644281123205e-05,0.000627460166737082,0.00311390297796914
"action plan",42,94,478076,834871,0.210901147753765,-2.47351458603081e-05,"D",0,-2.47351458603081e-05,0.00878444233431914,0.01125795692035
"action president",27,17,478091,834948,0.00102677651449541,3.61112801503853e-05,"R",1,3.61112801503853e-05,0.00564714150063373,0.0020360134855952
"action prevent",14,21,478104,834944,0.790609280482407,4.13071962567207e-06,"R",0,4.13071962567207e-06,0.00292814744477305,0.00251507548220584
"action reduce",9,24,478109,834941,0.362719084070336,-9.91991479452573e-06,"D",0,-9.91991479452573e-06,0.00188238050021125,0.00287437197966382
"action relate",9,23,478109,834942,0.429214425567854,-8.72225980299914e-06,"D",0,-8.72225980299914e-06,0.00188238050021125,0.00275460648051116
"action require",11,22,478107,834943,0.851938658143214,-3.34153703322534e-06,"D",0,-3.34153703322534e-06,0.00230068727803597,0.0026348409813585
"action respect",8,42,478110,834923,0.00433540838062749,-3.3569238531128e-05,"D",1,-3.3569238531128e-05,0.00167322711129888,0.00503015096441168
"action ribbon",24,6,478094,834959,1.82483728202112e-06,4.3010883389807e-05,"R",1,4.3010883389807e-05,0.00501968133389665,0.000718592994915955
"action secretary",10,37,478108,834928,0.0449772007270388,-2.33978957952478e-05,"D",1,-2.33978957952478e-05,0.00209153388912361,0.00443132346864839
"action section",8,29,478110,834936,0.0893431119486992,-1.79997236412823e-05,"D",0,-1.79997236412823e-05,0.00167322711129888,0.00347319947542711
"action senate",8,97,478110,834868,1.63583892754014e-09,-9.94402630650905e-05,"D",1,-9.94402630650905e-05,0.00167322711129888,0.0116172534178079
"action united",16,29,478102,834936,0.999999999997471,-1.26745252829345e-06,"D",0,-1.26745252829345e-06,0.00334645422259777,0.00347319947542711
"active boy",73,0,478045,834965,5.74531559833527e-29,0.000152681973906023,"R",1,0.000152681973906023,0.0152681973906023,0
"active community",40,53,478078,834912,0.22443699188536,2.01856410140349e-05,"R",0,2.01856410140349e-05,0.00836613555649442,0.00634757145509093
"active duty",153,275,477965,834690,0.813913303953275,-9.35043763390084e-06,"D",0,-9.35043763390084e-06,0.0320004685035912,0.0329355122669812
"active role",15,27,478103,834938,0.99999999999998,-9.63676434363876e-07,"D",0,-9.63676434363876e-07,0.00313730083368541,0.0032336684771218
"active service",16,39,478102,834926,0.323031969500594,-1.32440024435594e-05,"D",0,-1.32440024435594e-05,0.00334645422259777,0.0046708544669537
"active troop",72,0,478046,834965,1.38529075599057e-28,0.0001505904400169,"R",1,0.0001505904400169,0.01505904400169,0
"actively engage",28,27,478090,834938,0.0362324403545951,2.6226264124243e-05,"R",1,2.6226264124243e-05,0.0058562948895461,0.0032336684771218
"actively involve",20,26,478098,834939,0.399326186792781,1.06916480027808e-05,"R",0,1.06916480027808e-05,0.00418306777824721,0.00311390297796914
"activity act",3,38,478115,834927,0.000207717643006673,-3.92362880106396e-05,"D",1,-3.92362880106396e-05,0.000627460166737082,0.00455108896780105
"activity activity",1,27,478117,834938,0.000637616271519438,-3.02451508820944e-05,"D",1,-3.02451508820944e-05,0.000209153388912361,0.0032336684771218
"activity agency",5,22,478113,834943,0.0832211919966864,-1.5890740367967e-05,"D",0,-1.5890740367967e-05,0.0010457669445618,0.0026348409813585
"activity authorize",17,51,478101,834914,0.0672897249679418,-2.55243284527548e-05,"D",0,-2.55243284527548e-05,0.00355560761151013,0.00610804045678561
"activity carry",37,133,478081,834832,0.000100476125007702,-8.19013599754632e-05,"D",1,-8.19013599754632e-05,0.00773867538975734,0.0159288113873037
"activity conduct",9,24,478109,834941,0.362719084070336,-9.91991479452573e-06,"D",0,-9.91991479452573e-06,0.00188238050021125,0.00287437197966382
"activity consistent",2,22,478116,834943,0.00812982820339752,-2.21653420353378e-05,"D",1,-2.21653420353378e-05,0.000418306777824721,0.0026348409813585
"activity department",622,394,477496,834571,1.68702073066537e-60,0.000829058012373406,"R",1,0.000829058012373406,0.130093407903488,0.0471876066661477
"activity describe",20,89,478098,834876,0.000133533951124167,-6.47606164633945e-05,"D",1,-6.47606164633945e-05,0.00418306777824721,0.0106591294245867
"activity federal",10,30,478108,834935,0.181655825689912,-1.50143108545617e-05,"D",0,-1.50143108545617e-05,0.00209153388912361,0.00359296497457977
"activity fiscal",4,24,478114,834941,0.0252969764039692,-2.03775842401438e-05,"D",1,-2.03775842401438e-05,0.000836613555649442,0.00287437197966382
"activity fund",17,53,478101,834912,0.047222223698544,-2.7919638435808e-05,"D",1,-2.7919638435808e-05,0.00355560761151013,0.00634757145509093
"activity include",34,111,478084,834854,0.00158843428076332,-6.1827551829249e-05,"D",1,-6.1827551829249e-05,0.00711121522302026,0.0132939704059452
"activity national",21,37,478097,834928,0.999999999992059,-3.91023014888149e-07,"D",0,-3.91023014888149e-07,0.00439222116715957,0.00443132346864839
"activity office",4,28,478114,834937,0.00860252020072498,-2.51682042062501e-05,"D",1,-2.51682042062501e-05,0.000836613555649442,0.00335343397627445
"activity program",16,58,478102,834907,0.0116226007244144,-3.59994472825646e-05,"D",1,-3.59994472825646e-05,0.00334645422259777,0.00694639895085423
"activity provide",10,67,478108,834898,3.27396582437946e-05,-5.93275455410455e-05,"D",1,-5.93275455410455e-05,0.00209153388912361,0.00802428844322816
"activity relate",26,63,478092,834902,0.193189267742439,-2.10723833489615e-05,"D",0,-2.10723833489615e-05,0.00543798811172137,0.00754522644661752
"activity sec",6,30,478112,834935,0.0220832538171285,-2.33804464110561e-05,"D",1,-2.33804464110561e-05,0.00125492033347416,0.00359296497457977
"activity section",5,42,478113,834923,0.000430589641263621,-3.98438401984988e-05,"D",1,-3.98438401984988e-05,0.0010457669445618,0.00503015096441168
"activity support",7,34,478111,834931,0.0159014478616002,-2.60795324880389e-05,"D",1,-2.60795324880389e-05,0.00146407372238652,0.00407202697119041
"activity united",18,28,478100,834937,0.818105514985552,4.11327024148036e-06,"R",0,4.11327024148036e-06,0.00376476100042249,0.00335343397627445
"actual cost",6,30,478112,834935,0.0220832538171285,-2.33804464110561e-05,"D",1,-2.33804464110561e-05,0.00125492033347416,0.00359296497457977
"ad receive",36,51,478082,834914,0.394475654226233,1.42148154405937e-05,"R",0,1.42148154405937e-05,0.00752952200084498,0.00610804045678561
"add billion",60,29,478058,834936,2.3925969080046e-09,9.07600385931452e-05,"R",1,9.07600385931452e-05,0.0125492033347416,0.00347319947542711
"add cosponsor",852,1125,477266,833840,7.39726125880199e-10,0.000434625008065897,"R",1,0.000434625008065897,0.178198687353331,0.134736186546741
"add cosponsors",255,305,477863,834660,8.82583345441909e-06,0.000168056369310909,"R",1,0.000168056369310909,0.0533341141726519,0.036528477241561
"add cost",23,13,478095,834952,0.00114173386114571,3.25357645599972e-05,"R",1,3.25357645599972e-05,0.00481052794498429,0.00155695148898457
"add debt",78,15,478040,834950,5.24588767601101e-21,0.000145174818478742,"R",1,0.000145174818478742,0.0163139643351641,0.00179648248728989
"add deficit",21,41,478097,834924,0.776541256964387,-5.18164298099451e-06,"D",0,-5.18164298099451e-06,0.00439222116715957,0.00491038546525902
"add follow",337,482,477781,834483,0.00541570434782594,0.000127577214718838,"R",1,0.000127577214718838,0.0704846920634655,0.0577269705915817
"add ingeneral",5,34,478113,834931,0.00378622363805382,-3.02626002662861e-05,"D",1,-3.02626002662861e-05,0.0010457669445618,0.00407202697119041
"add item",13,34,478105,834931,0.27332616707734,-1.35303291532972e-05,"D",0,-1.35303291532972e-05,0.00271899405586069,0.00407202697119041
"add job",26,20,478092,834945,0.00733248925048872,3.04267812866819e-05,"R",1,3.04267812866819e-05,0.00543798811172137,0.00239530998305318
"add million",23,21,478095,834944,0.0423714552392574,2.29545246277845e-05,"R",1,2.29545246277845e-05,0.00481052794498429,0.00251507548220584
"add paragraph",28,99,478090,834866,0.00106718303888809,-6.00048952656716e-05,"D",1,-6.00048952656716e-05,0.0058562948895461,0.0118567844161133
"add section",63,189,478055,834776,0.000215816461309766,-9.45901583837385e-05,"D",1,-9.45901583837385e-05,0.0131766635014787,0.0226356793398526
"add subparagraph",11,34,478107,834931,0.130149202760772,-1.77133969315444e-05,"D",0,-1.77133969315444e-05,0.00230068727803597,0.00407202697119041
"add subsection",40,157,478078,834808,3.7518971367306e-06,-0.000104370478104731,"D",1,-0.000104370478104731,0.00836613555649442,0.0188031833669675
"add title",6,21,478112,834944,0.182749336878469,-1.26015514873168e-05,"D",0,-1.26015514873168e-05,0.00125492033347416,0.00251507548220584
"add trillion",96,25,478022,834940,2.49618167912861e-22,0.000170845878567701,"R",1,0.000170845878567701,0.0200787253355866,0.00299413747881648
"add voice",5,29,478113,834936,0.0142004999343853,-2.42743253086531e-05,"D",1,-2.42743253086531e-05,0.0010457669445618,0.00347319947542711
"addition amount",7,42,478111,834923,0.00213760600247838,-3.56607724202516e-05,"D",1,-3.56607724202516e-05,0.00146407372238652,0.00503015096441168
"addition authority",4,23,478114,834942,0.0329862173473181,-1.91799292486172e-05,"D",1,-1.91799292486172e-05,0.000836613555649442,0.00275460648051116
"addition bill",18,22,478100,834943,0.334783496263715,1.12992001906399e-05,"R",0,1.12992001906399e-05,0.00376476100042249,0.0026348409813585
"addition transfer",3,35,478115,834930,0.000492490439370641,-3.56433230360599e-05,"D",1,-3.56433230360599e-05,0.000627460166737082,0.00419179247034307
"additional amount",9,134,478109,834831,1.37810039354892e-13,-0.000141661963862451,"D",1,-0.000141661963862451,0.00188238050021125,0.0160485768864563
"additional appropriation",16,79,478102,834886,0.000114521261259835,-6.1150202104623e-05,"D",1,-6.1150202104623e-05,0.00334645422259777,0.00946147443306007
"additional billion",49,33,478069,834932,1.88120208446747e-05,6.29625458466792e-05,"R",1,6.29625458466792e-05,0.0102485160567057,0.00395226147203775
